Codigo;Nombre;CodigoPadre
A848;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS;A84
A849;ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION;A84
A85;OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE;NULL
A850;ENCEFALITIS ENTEROVIRAL (G05.1);A85
A851;ENCEFALITIS POR ADENOVIRUS (G05.1);A85
A852;ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFICACIÓN;A85
A858;OTRAS ENCEFALITIS VIRALES ESPECIFICADAS;A85
A86;ENCEFALITIS VIRAL, NO ESPECIFICADA;NULL
A87;MENINGITIS VIRAL;NULL
A870;MENINGITIS ENTEROVIRAL (G02.0);A87
A871;MENINGITIS DEBIDA A ADENOVIRUS (G02.0);A87
A872;CORIOMENINGITIS LINFOCITICA;A87
A878;OTRAS MENINGITIS VIRALES;A87
A879;MENINGITIS VIRAL, SIN OTRA ESPECIFICACION;A87
A88;OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL NO CLASIFICADAS EN OTRA PARTE;NULL
A880;FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON];A88
A881;VERTIGO EPIDEMICO;A88
A888;OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL;A88
A89;INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA;NULL
A90;FIEBRE DEL DENGUE [DENGUE CLASICO];NULL
A91;FIEBRE DEL DENGUE HEMORRAGICO;NULL
A92;OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS;NULL
A920;ENFERMEDAD POR VIRUS CHIKUNGUNYA;A92
A921;FIEBRE DE O´NYONG-NYONG;A92
A922;FIEBRE EQUINA VENEZOLANA;A92
A923;FIEBRE DEL OESTE DEL NILO;A92
A924;FIEBRE DEL VALLE DEL RIFT;A92
A928;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS;A92
A929;FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION;A92
A93;OTRAS FIEBR VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRASA PARTE;NULL
A930;ENFERMEDAD POR VIRUS DE OROPOUCHE;A93
A931;FIEBRE TRANSMITIDA POR FLEBOTOMOS;A93
A932;FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS;A93
A938;OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ANTROPODOS;A93
A94;FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA;NULL
A95;FIEBRE AMARILLA;NULL
A950;FIEBRE AMARILLA SELVATICA;A95
A951;FIEBRE AMARILLA URBANA;A95
A959;FIEBRE AMARILLA, NO ESPECIFICADA;A95
A96;FIEBRE HEMORRAGICA POR ARENAVIRUS;NULL
A960;FIEBRE HEMORRAGICA DE JUNIN;A96
A961;FIEBRE HEMORRAGICA DE MACHUPO;A96
A962;FIEBRE DE LASSA;A96
A968;OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS;A96
A969;FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION;A96
A98;OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE;NULL
A980;FIEBRE HEMORRAGICA DE CRIMEA-CONGO;A98
A981;FIEBRE HEMORRAGICA DE OMSK;A98
A982;ENFERMEDAD DE LA SELVA DE KYASANUR;A98
A983;ENFERMEDAD POR EL VIRUS DE MARBURG;A98
A984;ENFERMEDAD POR EL VIRUS DE EBOLA;A98
A985;FIEBRES HEMORRAGICAS CON SINDROME RENAL;A98
A988;OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS;A98
A99;FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA;NULL
B00;INFECCIONES HERPETICAS [ HERPES SIMPLE ];NULL
B000;ECZEMA HERPETICO;B00
B001;DERMATITIS VESICULAR HERPETICA;B00
B002;GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA;B00
B003;MENINGITIS HERPETICA (G02.0);B00
B004;ENCEFALITIS HERPETICA (G05.1);B00
B005;OCULOPATIA HERPETICA;B00
B007;ENFERMEDAD HERPETICA DISEMINADA;B00
B008;OTRAS FORMAS DE INFECCIONES HERPETICAS;B00
B009;INFECCION DEBIDA A EL VIRUS DEL HERPES, NO ESPECIFICADA;B00
B01;VARICELA;NULL
B010;MENINGITIS DEBIDA A LA VARICELA (G02.0);B01
B011;ENCEFALITIS DEBIDA A LA VARICELA (G05.1);B01
B012;NEUMONIA DEBIDA A LA VARICELA (J17.1);B01
B018;VARICELA CON OTRAS COMPLICACIONES;B01
B019;VARICELA SIN COMPLICACIONES;B01
B02;HERPES ZOSTER;NULL
B020;ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1);B02
B021;MENINGITIS DEBIDA A HERPES ZOSTER (G02.0);B02
B022;HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO;B02
B023;HERPES ZOSTER OCULAR;B02
B027;HERPES ZOSTER DISEMINADO;B02
B028;HERPES ZOSTER CON OTRAS COMPLICACIONES;B02
B029;HERPES ZOSTER SIN COMPLICACIONES;B02
B03;VIRUELA;NULL
B04;VIRUELA DE LOS MONOS;NULL
B05;SARAMPION;NULL
B050;SARAMPION COMPLICADO CON ENCEFALITIS (G05.1);B05
B051;SARAMPION COMPLICADO CON MENINGITIS (G02.0);B05
B052;SARAMPION COMPLICADO CON NEUMONIA (J17.1);B05
B053;SARAMPION COMPLICADO CON OTITIS MEDIA (H67.1);B05
B054;SARAMPION CON COMPLICACIONES INTESTINALES;B05
B058;SARAMPION CON OTRAS COMPLICACIONES;B05
B059;SARAMPION SIN COMPLICACIONES;B05
B06;RUBEOLA [ SARAMPION ALEMAN ];NULL
B060;RUBEOLA CON COMPLICACIONES NEUROLOGICAS;B06
B068;RUBEOLA CON OTRAS COMPLICACIONES;B06
B069;RUBEOLA SIN COMPLICACIONES;B06
B07;VERRUGAS VIRICAS;NULL
B08;OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE;NULL
B080;OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS;B08
B081;MOLUSCO CONTAGIOSO;B08
B082;EXANTEMA SUBITO [SEXTA ENFERMEDAD];B08
B083;ERITEMA INFECCIOSO [QUINTA ENFERMEDAD];B08
B084;ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA;B08
B085;FARINGITIS VESICULAR ENTEROVIRICA;B08
B088;OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS;B08
B09;INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS;NULL
B15;HEPATITIS AGUDA TIPO A;NULL
B150;HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO;B15
B159;HEPATITIS AGUDA TIPO A, CON COMA HEPATICO;B15
B16;HEPATITIS AGUDA TIPO B;NULL
B160;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO;B16
B161;HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO;B16
B162;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO;B16
B169;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO;B16
B17;OTRAS HEPATITIS VIRALES AGUDAS;NULL
B170;INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B;B17
B171;HEPATITIS AGUDA TIPO C;B17
B172;HEPATITIS AGUDA TIPO E;B17
B178;OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS;B17
B18;HEPATITIS VIRAL CRONICA;NULL
B180;HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA;B18
B181;HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA;B18
B182;HEPATITIS VIRAL TIPO C CRONICA;B18
B188;OTRAS HEPATITIS VIRALES CRONICAS;B18
B189;HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION;B18
B19;HEPATITIS VIRAL SIN OTRA ESPECIFICACION;NULL
B190;HEPATITIS VIRAL NO ESPECIFICADA CON COMA;B19
B199;HEPATITIS VIRAL NO ESPECIFICADA SIN COMA;B19
B20;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS;NULL
B200;ENFERMEDAD POR EL VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS;B20
B201;ENFERMEDAD POR EL VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS;B20
B202;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS;B20
B203;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES;B20
B204;ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS;B20
B205;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS;B20
B206;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII;B20
B207;ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES;B20
B208;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS;B20
B209;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA;B20
B21;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN TUMORES MALIGNOS;NULL
B210;ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI;B21
B211;ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT;B21
B212;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN;B21
B213;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS;B21
B217;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES;B21
B218;ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS;B21
B219;ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS;B21
B22;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS;NULL
B220;ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA;B22
B221;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL;B22
B222;ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO;B22
B227;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE;B22
B23;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [ VIH ], RESULTANTE EN OTRAS AFECCIONES;NULL
B230;SINDROME DE INFECCION AGUDA DEBIDA A VIH;B23
B231;ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE);B23
B232;ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE;B23
B238;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS;B23
B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION;NULL
B25;ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO;NULL
B250;NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1);B25
B251;HEPATITIS DEBIDA A VIRUS CITOMEGALICO;B25
B252;PANCREATITIS DEBIDA A VIRUS CITOMEGALICO;B25
B258;OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO;B25
B259;ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA;B25
B26;PAROTIDITIS INFECCIOSA;NULL
B260;ORQUITIS POR PAROTIDITIS (N51.1);B26
B261;MENINGITIS POR PAROTIDITIS (G02.0);B26
B262;ENCEFALITIS POR PAROTIDITIS (G05.1);B26
B263;PANCREATITIS POR PAROTIDITIS (K87.1);B26
B268;PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES;B26
B269;PAROTIDITIS, SIN COMPLICACIONES;B26
B27;MONONUCLEOSIS INFECCIOSA;NULL
B270;MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA;B27
B271;MONONUCLEOSIS POR CITOMEGALOVIRUS;B27
B278;OTRAS MONONUCLEOSIS INFECCIOSAS;B27
B279;MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA;B27
B30;CONJUNTIVITIS VIRAL;NULL
B300;QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2);B30
B301;CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1);B30
B302;FARINGOCONJUNTIVITIS VIRAL;B30
B303;CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1);B30
B308;OTRAS CONJUNTIVITIS VIRALES (H13.1);B30
B309;CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION;B30
B33;OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE;NULL
B330;MIALGIA EPIDEMICA;B33
B331;ENFERMEDAD DEL RIO ROSS;B33
B332;CARDITIS VIRAL;B33
B333;INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE;B33
B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS;B33
B34;INFECCION VIRAL DE SITIO NO ESPECIFICADO;NULL
B340;INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION;B34
B341;INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION;B34
B342;INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION;B34
B343;INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION;B34
B344;INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION;B34
B348;OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO;B34
B349;INFECCION VIRAL, NO ESPECIFICADA;B34
B35;DERMATOFITOSIS;NULL
B350;TIÑA DE LA BARBA Y DEL CUERO CABELLUDO;B35
B351;TIÑA DE LAS UÑAS;B35
B352;TIÑA DE LA MANO;B35
B353;TIÑA DEL PIE [TINEA PEDIS];B35
B354;TIÑA DEL CUERPO [TINEA CORPORIS];B35
B355;TIÑA IMBRICADA [TINEA IMBRICATA];B35
B356;TIÑA INGUINAL [TINEA CRURIS];B35
B358;OTRAS DERMATOFITOSIS;B35
B359;DERMATOFITOSIS, NO ESPECIFICADA;B35
B36;OTRAS MICOSIS SUPERFICIALES;NULL
B360;PITIRIASIS VERSICOLOR;B36
B361;TIÑA NEGRA;B36
B362;PIEDRA BLANCA;B36
B363;PIEDRA NEGRA;B36
B368;OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS;B36
B369;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION;B36
B37;CANDIDIASIS;NULL
B370;ESTOMATITIS CANDIDIASICA;B37
B371;CANDIDIASIS PULMONAR;B37
B372;CANDIDIASIS DE LA PIEL Y DE LAS UÑAS;B37
B373;CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1);B37
B374;CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES;B37
B375;MENINGITIS DEBIDA A CANDIDA (G02.1);B37
B376;ENDOCARDITIS DEBIDA A CANDIDA (I39.8);B37
B377;SEPTICEMIA DEBIDA A CANDIDA;B37
B378;CANDIDIASIS DE OTROS SITIOS;B37
B379;CANDIDIASIS, NO ESPECIFICADA;B37
B38;COCCIDIOIDOMICOSIS;NULL
B380;COCCIDIOIDOMICOSIS PULMONAR AGUDA;B38
B381;COCCIDIOIDOMICOSIS PULMONAR CRONICA;B38
B382;COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION;B38
B383;COCCIDIOIDOMICOSIS CUTANEA;B38
B384;MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1);B38
B387;COCCIDIOIDOMICOSIS DISEMINADA;B38
B388;OTRAS FORMAS DE COCCIDIOIDOMICOSIS;B38
B389;COCCIDIOIDOMICOSIS, NO ESPECIFICADA;B38
B39;HISTOPLASMOSIS;NULL
B390;INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM;B39
B391;INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM;B39
B392;INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION;B39
B393;INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM;B39
B394;HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION;B39
B395;INFECCION DEBIDA A HISTOPLASMA DUBOISII;B39
B399;HISTOPLASMOSIS, NO ESPECIFICADA;B39
B40;BLASTOMICOSIS;NULL
B400;BLASTOMICOSIS PULMONAR AGUDA;B40
B401;BLASTOMICOSIS PULMONAR CRONICA;B40
B402;BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION;B40
B403;BLASTOMICOSIS CUTANEA;B40
B407;BLASTOMICOSIS DISEMINADA;B40
B408;OTRAS FORMAS DE BLASTOMICOSIS;B40
B409;BLASTOMICOSIS, NO ESPECIFICADA;B40
B41;PARACOCCIDIOIDOMICOSIS;NULL
B410;PARACOCCIDIOIDOMICOSIS PULMONAR;B41
B417;PARACOCCIDIOIDOMICOSIS DISEMINADA;B41
B418;OTRAS FORMAS PARACOCCIDIOIDOMICOSIS;B41
B419;PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA;B41
B42;ESPOROTRICOSIS;NULL
B420;ESPOROTRICOSIS PULMONAR (J99.8);B42
B421;ESPOROTRICOSIS LINFOCUTANEA;B42
B427;ESPOROTRICOSIS DISEMINADA;B42
B428;OTRAS FORMAS DE ESPOROTRICOSIS;B42
B429;ESPOROTRICOSIS, NO ESPECIFICADA;B42
B43;CROMOMICOSIS Y ABSCESO FEOMICOTICO;NULL
B430;CROMOMICOSIS CUTANEA;B43
B431;ABSCESO CEREBRAL FEOMICOTICO;B43
B432;ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO;B43
B438;OTRAS FORMAS DE CROMOMICOSIS;B43
B439;CROMOMICOSIS, NO ESPECIFICADA;B43
B44;ASPERGILOSIS;NULL
B440;ASPERGILOSIS PULMONAR INVASIVA;B44
B441;OTRAS ASPERGILOSIS PULMONARES;B44
B442;ASPERGILOSIS AMIGDALINA;B44
B447;ASPERGILOSIS DISEMINADA;B44
B448;OTRAS FORMAS DE ASPERGILOSIS;B44
B449;ASPERGILOSIS, NO ESPECIFICADA;B44
B45;CRIPTOCOCOSIS;NULL
B450;CRIPTOCOCOSIS PULMONAR;B45
B451;CRIPTOCOCOSIS CEREBRAL;B45
B452;CRIPTOCOCOSIS CUTANEA;B45
B453;CRIPTOCOCOSIS OSEA;B45
B457;CRIPTOCOCOSIS DISEMINADA;B45
B458;OTRAS FORMAS DE CRIPTOCOCOSIS;B45
B459;CRIPTOCOCOSIS, NO ESPECIFICADA;B45
B46;CIGOMICOSIS;NULL
B460;MUCORMICOSIS PULMONAR;B46
B461;MUCORMICOSIS RINOCEREBRAL;B46
B462;MUCORMICOSIS GASTROINTESTINAL;B46
B463;MUCORMICOSIS CUTANEA;B46
B464;MUCORMICOSIS DISEMINADA;B46
B465;MUCORMICOSIS, SIN OTRA ESPECIFICACION;B46
B468;OTRAS CIGOMICOSIS;B46
B469;CIGOMICOSIS, NO ESPECIFICADA;B46
B47;MICETOMA;NULL
B470;EUMICETOMA;B47
B471;ACTINOMICETOMA;B47
B479;MICETOMA, NO ESPECIFICADO;B47
B48;OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE;NULL
B480;LOBOMICOSIS;B48
B481;RINOSPORIDIOSIS;B48
B482;ALESQUERIASIS;B48
B483;GEOTRICOSIS;B48
B484;PENICILOSIS;B48
B487;MICOSIS OPORTUNISTAS;B48
B488;OTRAS MICOSIS ESPECIFICADAS;B48
B49;MICOSIS, NO ESPECIFICADA;NULL
B50;PALUDISMO [ MALARIA ] DEBIDO A PLASMODIUM FALCIPARUM;NULL
B500;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES;B50
B508;OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM;B50
B509;PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION;B50
B51;PALUDISMO [ MALARIA ] DEBIDO A PLASMODIUM VIVAX;NULL
B510;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA;B51
B518;PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES;B51
B519;PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES;B51
B52;PALUDISMO [ MALARIA ] DEBIDO A PLASMODIUM MALARIAE;NULL
B520;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA;B52
B528;PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES;B52
B529;PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES;B52
B53;OTRO PALUDISMO [ MALARIA ] CONFIRMADO PARASITOLOGICAMENTE;NULL
B530;PALUDISMO DEBIDO A PLASMODIUM AVALE;B53
B531;PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS;B53
B538;OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA PARTE;B53
B54;PALUDISMO [MALARIA] NO ESPECIFICADO;NULL
B55;LEISHMANIASIS;NULL
B550;LEIISHMANIASIS VISCERAL;B55
B551;LEISHMANIASIS CUTANEA;B55
B552;LEISHMANIASIS MUCOCUTANEA;B55
B559;LEISHMANIASIS, NO ESPECIFICADA;B55
B56;TRIPANOSOMIASIS AFRICANA;NULL
B560;TRIPANOSOMIASIS GAMBIENSE;B56
B561;TRIPANOSOMIASIS RHODESIENSE;B56
B569;TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN;B56
B57;ENFERMEDAD DE CHAGAS;NULL
B570;ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (141.2, 198.1);B57
B571;ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON;B57
B572;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON ;B57
B573;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO;B57
B574;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO;B57
B575;ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS;B57
B58;TOXOPLASMOSIS;NULL
B580;OCULOPATIA DEBIDA A TOXOPLASMA;B58
B581;HEPATITIS DEBIDA A TOXOPLASMA (K77.0);B58
B582;MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2);B58
B583;TOXOPLASMOSIS PULMONAR (J17.3);B58
B588;TOXOPLASMOSIS CON OTRO ORGANO AFECTADO;B58
B589;TOXOPLASMOSIS, NO ESPECIFICADA;B58
B59;NEUMOCISTOSIS (J17.3);NULL
B60;OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS, NO CLASIFICADAS EN OTRA PARTE;NULL
B600;BABESIOSIS;B60
B601;ACANTAMEBIASIS;B60
B602;NAEGLERIASIS;B60
B608;OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZARIOS;B60
B64;ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA;NULL
B65;ESQUISTOSOMIASIS [ BILHARZIASIS ];NULL
B650;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM [ESQUISTOSOMIASIS URINARIA];B65
B651;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL];B65
B652;ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM;B65
B653;DERMATITIS POR CERCARIAS;B65
B658;OTRAS ESQUISTOSOMIASIS;B65
B659;ESQUISTOSOMIASIS, NO ESPECIFICADA;B65
B66;OTRAS INFECCIONES DEBIDAS A TREMATODOS;NULL
B660;OPISTORQUIASIS;B66
B661;CLONORQUIASIS;B66
B662;DICROCOELIASIS;B66
B663;FASCIOLIASIS;B66
B664;PARAGONIMIASIS;B66
B665;FASCIOLOPSIASIS;B66
B668;OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS;B66
B669;INFECCION DEBIDA A TREMATODOS, NO ESPECIFICADA;B66
B67;EQUINOCOCOSIS;NULL
B670;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS;B67
B671;INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS;B67
B672;INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS;B67
B673;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS;B67
B674;INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACION;B67
B675;INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS;B67
B676;INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS;B67
B677;INFECCION DEBIDA A ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACION;B67
B678;EQUINOCOCOSIS DEL HIGADO, NO ESPECIFICADA;B67
B679;EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA;B67
B68;TENIASIS;NULL
B680;TENIASIS DEBIDA A TAENIA SOLIUM;B68
B681;INFECCION DEBIDA A TAENIA SAGINATA;B68
B689;TENIASIS, NO ESPECIFICADA;B68
B69;CISTICERCOSIS;NULL
B690;CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL;B69
B691;CISTICERCOSIS DEL OJO;B69
B698;CISTICERCOSIS DE OTROS SITIOS;B69
B699;CISTICERCOSIS, NO ESPECIFICADA;B69
B70;DIFILOBOTRIASIS Y ESPARGANOSIS;NULL
B700;DIFILOBOTRIASIS INTESTINAL;B70
B701;ESPARGANOSIS;B70
B71;OTRAS INFECCIONES DEBIDAS A CESTODOS;NULL
B710;HIMENOLEPIASIS;B71
B711;DIPILIDIASIS;B71
B718;OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS;B71
